frame_id,det_index,confidence,x,y,width,height_px
266,1,0.9331,714.8,300.0,825.8,768.0
267,1,0.9292,716.2,299.2,804.0,768.8
268,1,0.9321,713.2,300.8,789.8,767.2
268,2,0.6523,0.0,5.2,303.2,1062.8
269,1,0.9302,720.0,295.1,788.2,772.1
270,1,0.9307,728.2,304.5,762.0,762.8
271,1,0.9365,690.4,305.2,756.4,762.8
272,1,0.936,696.8,302.2,792.8,765.0
273,1,0.9277,711.8,295.9,810.0,771.4
274,1,0.9326,706.5,299.2,754.5,768.8
275,1,0.9331,692.2,298.5,803.2,768.8
276,1,0.9346,697.9,297.0,786.4,770.2
277,1,0.9365,687.8,300.8,789.8,767.2
278,1,0.9316,696.4,300.4,805.9,766.1
279,1,0.9365,692.2,290.2,840.8,776.2
280,1,0.9473,600.0,294.0,883.5,771.8
281,1,0.9438,595.9,298.1,839.6,768.4
282,1,0.9443,611.2,298.5,836.2,768.0
283,1,0.9468,615.8,300.8,851.2,765.8
284,1,0.9443,611.2,307.5,902.2,759.0
285,1,0.9434,605.2,307.5,896.2,759.0
286,1,0.9395,652.5,288.0,975.0,780.8
287,1,0.9316,817.5,283.9,739.5,783.4
288,1,0.9351,816.0,280.1,823.5,787.9
289,1,0.9268,846.0,282.4,769.5,785.6
290,1,0.9341,756.8,294.0,809.2,774.0
291,1,0.9287,742.5,292.5,790.5,775.5
292,1,0.918,840.0,301.5,555.0,766.5
293,1,0.9233,836.2,299.6,552.8,768.4
294,1,0.9331,748.5,300.4,694.5,767.6
295,1,0.9321,718.1,303.8,831.4,764.2
296,1,0.936,756.0,306.0,792.0,762.0
297,1,0.9351,740.2,306.0,803.2,762.0
298,1,0.9341,747.8,306.4,798.8,761.6
299,1,0.9355,755.6,305.2,802.9,762.8
300,1,0.9355,759.0,304.5,810.0,763.5
301,1,0.936,756.0,304.5,801.0,764.2
302,1,0.9316,741.8,305.2,795.8,763.5
303,1,0.9336,741.0,307.1,802.5,761.6
304,1,0.9331,745.5,307.9,793.5,760.9
305,1,0.9336,745.1,307.5,792.4,761.2
306,1,0.9258,732.0,304.9,790.5,762.4
307,1,0.9272,731.2,304.5,792.8,762.8
308,1,0.9346,735.0,303.8,799.5,764.2
309,1,0.9351,740.6,306.4,808.9,761.6
310,1,0.9336,736.5,307.9,814.5,760.1
311,1,0.9248,719.2,304.5,811.5,762.8
312,1,0.9351,701.6,294.0,811.9,772.5
313,1,0.9375,705.0,375.0,810.0,692.2
314,1,0.9404,718.1,403.5,729.4,663.8
315,1,0.9424,702.8,390.0,738.0,678.0
316,1,0.9365,795.0,375.0,598.5,693.0
317,1,0.8286,781.5,367.5,492.0,703.5
317,2,0.2817,780.8,368.2,492.8,701.2
318,1,0.9155,670.1,342.8,484.1,726.0
319,1,0.9375,599.2,322.9,603.0,745.1
320,1,0.9468,642.8,351.0,693.8,717.8
321,1,0.9438,810.0,331.1,739.5,736.1
322,1,0.9346,892.5,315.0,747.0,752.2
323,1,0.9375,926.2,293.2,723.8,774.0
324,1,0.9365,918.0,296.2,744.0,770.2
325,1,0.9365,914.2,296.2,738.8,770.2
326,1,0.9346,916.5,298.9,727.5,767.6
327,1,0.9355,903.8,303.0,770.2,763.5
328,1,0.9321,912.8,301.9,722.2,764.6
329,1,0.9365,941.2,296.2,698.2,770.2
330,1,0.9375,937.5,299.6,700.5,766.9
331,1,0.936,934.5,301.5,706.5,765.0
332,1,0.9346,945.0,303.8,697.5,763.5
333,1,0.9365,913.5,303.4,751.5,763.1
334,1,0.9316,897.8,302.2,749.2,764.2
335,1,0.9346,945.0,312.0,694.5,754.5
336,1,0.937,945.8,316.1,707.2,750.4
337,1,0.9355,897.8,308.2,750.8,758.2
338,1,0.9326,976.5,315.8,658.5,750.8
339,1,0.8984,993.0,310.5,579.0,757.5
340,1,0.9287,929.2,302.6,711.8,765.4
341,1,0.9346,882.0,303.4,786.0,763.9
342,1,0.9385,898.5,307.5,745.5,759.0
343,1,0.9253,888.0,302.6,720.0,764.6
344,1,0.9238,855.0,299.6,736.5,768.4
345,1,0.9253,829.5,294.0,751.5,772.5
346,1,0.9346,725.6,281.6,730.1,784.9
347,1,0.9287,666.0,285.0,713.2,783.0
348,1,0.936,708.0,282.0,667.5,786.0
349,1,0.9243,892.5,289.9,666.0,777.4
350,1,0.9331,1042.5,295.9,598.5,772.1
351,1,0.9385,1024.5,294.8,649.5,773.2
352,1,0.9365,910.5,290.2,721.5,776.2
353,1,0.9365,730.5,288.0,749.2,779.2
354,1,0.9326,648.8,286.9,759.0,779.6
355,1,0.9424,641.2,279.0,810.0,788.2
356,1,0.9385,743.6,272.6,918.4,794.6
357,1,0.9438,960.0,288.0,702.0,778.5
358,1,0.9434,968.2,288.4,765.8,778.9
359,1,0.9419,1002.8,289.9,756.8,776.6
360,1,0.9438,966.0,283.9,843.0,782.6
361,1,0.9429,953.2,294.8,843.8,771.8
362,1,0.9424,929.2,300.4,822.8,766.9
363,1,0.9419,923.2,306.0,833.2,761.2
364,1,0.9443,939.0,306.4,817.5,760.9
365,1,0.9429,931.5,305.2,825.0,762.8
366,1,0.9375,912.0,305.2,829.5,762.8
367,1,0.9351,902.2,304.9,830.2,761.6
368,1,0.9282,901.5,308.6,829.5,759.4
369,1,0.9346,909.8,313.5,818.2,753.0
370,1,0.9141,913.5,317.2,813.0,750.0
371,1,0.937,914.2,318.0,815.2,750.0
372,1,0.936,922.5,318.8,807.0,749.2
373,1,0.7178,915.0,315.4,807.0,751.9
373,2,0.4282,913.5,315.0,807.0,753.0
374,1,0.9365,909.8,310.5,804.8,756.8
375,1,0.8589,923.2,300.8,782.2,767.2
375,2,0.2869,924.0,300.8,781.5,765.8
376,1,0.9341,904.5,302.6,814.5,763.9
377,1,0.937,903.0,306.4,813.0,760.1
378,1,0.939,903.0,311.6,802.5,755.6
379,1,0.9399,901.5,315.0,799.5,752.2
380,1,0.938,904.5,312.4,810.0,754.9
381,1,0.938,894.0,312.0,816.0,755.2
382,1,0.9375,906.0,312.8,813.0,753.8
383,1,0.937,912.0,306.0,805.5,760.5
384,1,0.937,916.5,309.0,807.0,757.5
385,1,0.9355,913.5,307.9,808.5,758.6
386,1,0.938,909.0,306.4,804.0,760.1
387,1,0.9409,892.5,307.5,823.5,759.0
388,1,0.9434,884.2,307.1,818.2,760.1
389,1,0.9414,892.5,310.9,796.5,757.1
390,1,0.9419,893.2,311.2,794.2,756.0
391,1,0.9399,891.0,308.2,811.5,758.2
392,1,0.938,924.8,303.0,792.8,763.5
393,1,0.9409,915.0,304.5,811.5,762.8
394,1,0.9424,915.8,302.6,810.8,764.6
395,1,0.9365,924.0,306.8,796.5,759.8
396,1,0.937,906.0,309.8,817.5,756.8
397,1,0.9346,918.0,307.5,808.5,759.8
398,1,0.936,930.0,302.2,798.0,765.0
399,1,0.9434,913.5,299.2,820.5,768.8
400,1,0.9395,969.0,298.5,727.5,769.5
401,1,0.665,918.0,287.2,810.0,779.2
401,2,0.5889,916.5,288.0,811.5,780.0
402,1,0.9409,879.0,276.0,822.0,791.2
403,1,0.9414,876.8,271.5,791.2,796.5
404,1,0.9419,870.0,269.2,840.0,798.8
405,1,0.9409,872.2,267.8,846.8,799.5
406,1,0.9395,845.2,269.2,891.8,798.8
407,1,0.9419,841.5,280.5,865.5,786.8
408,1,0.9399,842.2,281.6,842.2,784.9
409,1,0.939,843.8,284.6,851.2,782.6
410,1,0.9414,831.0,284.6,856.5,781.9
411,1,0.939,861.0,281.2,856.5,785.2
412,1,0.9395,835.5,277.5,876.0,789.0
412,2,0.2737,0.2,792.0,387.2,280.5
413,1,0.9429,836.2,270.8,860.2,796.5
414,1,0.9399,879.0,280.5,759.0,786.0
415,1,0.9312,934.5,324.0,727.5,744.0
416,1,0.9395,954.8,375.0,803.2,691.5
417,1,0.9429,963.0,292.5,744.0,775.5
418,1,0.936,909.0,266.2,819.0,800.2
419,1,0.9414,867.8,262.9,857.2,803.6
420,1,0.939,928.5,264.8,786.0,800.2
421,1,0.938,956.2,271.1,741.8,795.4
422,1,0.9438,925.5,273.8,742.5,792.0
423,1,0.9424,922.5,275.2,739.5,790.5
424,1,0.9443,928.5,274.1,744.0,791.6
425,1,0.9385,940.5,275.6,750.0,790.1
426,1,0.9365,955.5,274.5,751.5,792.0
427,1,0.9399,961.5,271.9,736.5,794.6
428,1,0.9395,961.5,272.2,733.5,794.2
429,1,0.938,961.5,273.0,742.5,793.5
430,1,0.939,960.8,273.8,788.2,792.8
431,1,0.9351,987.0,278.6,636.0,789.4
432,1,0.9375,969.8,277.5,653.2,790.5
433,1,0.9399,970.5,277.5,651.0,789.8
434,1,0.937,909.8,275.6,755.2,795.4
435,1,0.9429,846.0,276.8,808.5,791.2
436,1,0.9434,834.0,274.9,834.0,792.4
437,1,0.9424,873.0,275.6,778.5,792.4
438,1,0.9434,853.5,274.1,810.0,793.9
439,1,0.9434,848.2,274.1,804.8,793.9
440,1,0.9399,894.0,276.0,750.0,792.0
441,1,0.939,891.0,277.5,747.0,790.5
442,1,0.9385,888.0,278.6,748.5,788.6
443,1,0.939,892.5,277.9,745.5,789.4
444,1,0.939,900.0,277.1,745.5,790.1
445,1,0.938,913.5,277.1,735.0,790.9
446,1,0.9385,897.0,277.5,750.0,790.5
447,1,0.938,897.0,277.1,741.0,790.1
448,1,0.938,903.0,273.0,735.0,794.2
449,1,0.9385,897.8,274.5,750.8,793.5
450,1,0.9385,906.8,273.8,747.8,794.2
451,1,0.9385,900.8,286.5,797.2,780.0
452,1,0.937,943.5,307.1,753.0,759.4
453,1,0.9385,916.5,303.8,775.5,763.5
454,1,0.9351,930.0,305.2,753.0,762.0
454,2,0.4648,0.0,224.2,516.4,843.8
455,1,0.9395,930.0,309.4,742.5,757.1
456,1,0.937,936.0,309.8,750.0,756.8
457,1,0.9375,947.2,309.0,735.8,757.5
458,1,0.9287,888.0,298.9,849.0,769.1
459,1,0.9424,892.5,276.4,763.5,791.6
460,1,0.9365,894.8,283.9,812.2,783.4
461,1,0.939,908.2,273.0,815.2,793.5
462,1,0.939,880.5,268.5,856.5,798.0
463,1,0.9409,897.0,261.0,841.5,807.0
464,1,0.9443,862.5,267.8,852.0,799.5
465,1,0.9434,861.8,273.0,830.2,794.2
466,1,0.9424,816.0,278.6,859.5,788.6
467,1,0.9409,810.0,277.9,847.5,790.1
468,1,0.9453,825.0,271.5,843.0,796.5
469,1,0.9414,856.5,269.2,808.5,798.8
470,1,0.9414,854.2,268.1,812.2,799.9
471,1,0.9399,870.0,268.9,807.0,799.1
472,1,0.9399,887.2,268.9,809.2,799.1
473,1,0.9419,886.5,264.4,759.0,802.1
474,1,0.9438,885.0,266.2,759.0,800.2
475,1,0.9399,891.8,266.2,752.2,801.0
475,2,0.3481,0.0,95.2,350.8,965.2
476,1,0.9365,888.8,265.5,720.8,801.8
477,1,0.9365,887.2,264.0,720.8,804.0
478,1,0.9438,891.0,264.8,747.0,803.2
479,1,0.9443,898.5,266.2,745.5,801.0
480,1,0.9419,903.0,266.2,741.0,801.0
481,1,0.9419,912.0,266.2,733.5,801.0
482,1,0.9404,909.8,268.1,734.2,799.9
483,1,0.9395,903.0,274.5,741.0,793.5
484,1,0.9395,896.2,269.6,813.8,796.9
485,1,0.9414,893.2,268.5,762.8,798.0
486,1,0.9424,903.0,268.1,753.0,798.4
487,1,0.9414,898.5,268.9,790.5,797.6
488,1,0.9424,884.2,269.2,804.8,797.2
489,1,0.9399,903.0,268.5,774.0,798.0
490,1,0.9404,915.0,265.5,813.0,802.5
491,1,0.9414,907.5,262.1,817.5,805.1
492,1,0.9346,913.5,264.8,778.5,801.8
493,1,0.939,906.0,268.1,772.5,798.4
494,1,0.9375,911.2,268.9,785.2,797.6
495,1,0.9404,912.8,270.0,764.2,798.0
496,1,0.9409,909.0,270.0,738.0,797.2
497,1,0.9409,926.2,271.9,728.2,794.6
498,1,0.936,931.5,274.5,763.5,792.0
499,1,0.9409,942.0,272.2,775.5,795.0
500,1,0.9434,947.2,273.4,795.8,794.6
501,1,0.9438,954.0,271.1,790.5,796.1
502,1,0.938,921.8,267.4,764.2,799.1
503,1,0.9414,929.2,268.9,744.8,797.6
504,1,0.9419,919.5,267.0,745.5,799.5
505,1,0.9414,914.2,266.2,752.2,800.2
506,1,0.9414,897.0,267.8,762.0,800.2
507,1,0.9438,871.5,267.8,793.5,799.5
508,1,0.9448,861.8,267.4,804.8,799.1
509,1,0.9443,864.8,266.6,803.2,800.6
510,1,0.9419,898.5,266.2,766.5,800.2
511,1,0.9424,908.2,268.5,756.8,798.0
512,1,0.9448,861.8,268.1,798.8,799.1
513,1,0.9448,853.5,271.5,823.5,795.8
514,1,0.9458,855.8,268.9,821.2,798.4
515,1,0.9438,867.8,269.2,815.2,798.0
516,1,0.9438,871.5,270.4,816.0,796.1
517,1,0.9395,861.0,270.0,831.0,797.2
518,1,0.9438,862.5,271.9,826.5,796.1
519,1,0.9434,858.0,272.2,807.0,795.0
520,1,0.9385,855.0,274.5,786.0,792.0
521,1,0.9395,850.5,276.4,789.0,790.1
522,1,0.9375,888.0,274.1,750.0,793.1
523,1,0.9351,909.8,276.4,729.8,790.1
524,1,0.9331,910.5,279.4,727.5,787.1
525,1,0.9341,922.5,278.2,712.5,788.2
526,1,0.936,930.8,277.5,710.2,789.8
527,1,0.9395,936.8,277.5,717.8,789.8
528,1,0.939,952.5,279.0,706.5,788.2
529,1,0.939,954.0,277.1,711.0,790.1
530,1,0.937,963.0,276.4,714.0,790.9
531,1,0.9351,964.5,276.0,717.0,791.2
532,1,0.937,964.5,276.0,714.0,792.0
533,1,0.937,963.0,277.1,700.5,789.4
533,2,0.4902,0.0,4.5,509.2,1062.0
534,1,0.937,952.5,278.2,705.0,788.2
534,2,0.3892,0.0,1.5,1062.0,1059.0
536,1,0.627,1092.0,0.0,828.0,1061.2
537,1,0.9346,951.0,281.2,696.0,785.2
538,1,0.936,954.0,282.0,696.0,785.2
539,1,0.936,960.8,279.0,699.8,788.2
540,1,0.9365,963.8,278.2,698.2,789.0
541,1,0.9341,962.2,278.6,732.8,789.4
542,1,0.938,958.5,276.8,718.5,790.5
543,1,0.937,969.0,270.8,673.5,796.5
544,1,0.937,968.2,267.0,669.8,800.2
545,1,0.939,960.8,273.8,689.2,793.5
546,1,0.938,958.5,275.6,705.0,791.6
547,1,0.938,958.5,276.4,702.0,790.9
548,1,0.9385,957.8,275.2,704.2,792.8
549,1,0.9375,954.0,274.5,711.0,792.8
550,1,0.939,911.2,273.8,747.8,792.8
551,1,0.9438,851.2,273.8,815.2,792.8
552,1,0.9424,854.2,276.8,795.8,789.8
553,1,0.9429,852.8,274.9,794.2,791.6
554,1,0.9419,859.5,273.8,793.5,792.8
555,1,0.9434,837.0,274.5,837.0,792.0
556,1,0.9438,849.0,275.6,810.0,790.9
557,1,0.9438,847.5,270.8,799.5,795.8
558,1,0.9414,894.8,269.2,791.2,797.2
559,1,0.9365,900.0,271.5,808.5,795.0
560,1,0.938,897.0,274.5,796.5,792.0
561,1,0.9385,883.5,276.8,823.5,789.8
562,1,0.937,868.5,276.4,877.5,790.1
563,1,0.9375,873.0,284.2,930.0,783.0
564,1,0.9399,885.0,285.0,913.5,782.2
565,1,0.9395,909.8,271.5,806.2,796.5
566,1,0.9453,915.0,268.1,804.0,799.1
567,1,0.9448,911.2,268.5,803.2,798.8
568,1,0.9341,887.2,268.9,825.8,797.6
569,1,0.9414,874.5,269.2,834.0,798.0
570,1,0.9434,849.8,272.2,839.2,795.0
571,1,0.9443,835.5,272.2,843.0,795.0
572,1,0.9434,843.0,274.5,822.0,792.8
573,1,0.9419,841.5,280.1,889.5,786.4
574,1,0.9434,839.2,276.8,851.2,790.5
575,1,0.9404,900.0,276.0,798.0,790.5
576,1,0.938,912.8,279.0,792.8,787.5
577,1,0.9375,901.5,279.0,820.5,787.5
578,1,0.9365,895.5,278.6,838.5,787.9
579,1,0.938,892.5,280.1,838.5,786.4
580,1,0.9395,894.8,280.1,801.8,786.4
581,1,0.9395,893.2,279.8,815.2,787.5
582,1,0.9385,898.5,279.4,802.5,787.1
583,1,0.936,901.5,280.9,819.0,785.6
584,1,0.9385,903.8,277.9,806.2,788.6
585,1,0.936,909.0,271.5,807.0,795.0
586,1,0.9404,897.0,262.1,814.5,804.4
587,1,0.9526,766.5,96.0,919.5,969.0
588,1,0.9536,686.2,3.0,980.2,1062.8
589,1,0.9448,712.5,2.2,966.0,1062.8
590,1,0.9561,862.5,9.4,1005.0,1054.9
591,1,0.958,1059.8,1.5,860.2,1063.5
592,1,0.9526,999.0,3.0,921.0,1062.0
593,1,0.9565,946.5,3.0,973.5,1061.2
594,1,0.9585,1114.5,2.6,805.5,1062.4
595,1,0.9517,1131.0,12.8,789.0,1053.0
596,1,0.9497,1135.5,29.2,784.5,1037.2
597,1,0.9517,1123.5,40.1,796.5,1026.4
598,1,0.9526,1129.5,57.4,790.5,1006.1
599,1,0.9517,1132.5,70.5,787.5,993.8
600,1,0.9531,1129.5,71.2,790.5,993.0
601,1,0.9526,1125.8,76.5,794.2,987.8
602,1,0.9561,1132.5,52.5,787.5,1011.8
603,1,0.9551,1115.2,44.2,804.8,1020.0
604,1,0.9556,1117.5,47.6,802.5,1016.6
605,1,0.9565,1133.2,43.1,786.8,1021.1
606,1,0.9575,1134.8,46.5,785.2,1017.8
607,1,0.9575,1123.5,48.4,796.5,1015.9
608,1,0.9565,1122.0,51.8,798.0,1012.5
609,1,0.9565,1128.0,58.1,792.0,1006.9
610,1,0.9561,1121.2,57.4,798.8,1007.6
611,1,0.9561,1115.2,54.4,804.8,1010.6
612,1,0.9556,1119.0,54.4,801.0,1009.9
613,1,0.9546,1121.2,65.2,798.8,999.0
614,1,0.9546,1118.2,69.0,801.8,994.5
615,1,0.9551,1118.2,70.9,801.8,992.6
616,1,0.9541,1116.8,74.6,803.2,988.9
617,1,0.9531,1112.2,57.4,807.8,1006.1
618,1,0.9541,1110.0,67.9,810.0,995.6
619,1,0.9531,1113.0,72.4,807.0,991.1
620,1,0.9536,1113.0,68.6,807.0,994.9
621,1,0.9419,1134.0,20.2,786.0,1046.2
622,1,0.9375,1108.5,24.8,811.5,1041.8
623,1,0.9395,1094.2,21.8,825.8,1044.8
624,1,0.9395,1107.8,16.9,812.2,1048.9
625,1,0.9336,1131.0,5.2,789.0,1060.5
626,1,0.9365,1117.5,2.2,802.5,1062.8
627,1,0.9517,1092.8,4.5,827.2,1060.5
628,1,0.9468,937.5,3.0,982.5,1062.8
629,1,0.9517,331.5,3.8,1374.0,1060.5
630,1,0.9399,0.8,3.0,877.5,1061.2
631,1,0.874,0.0,8.2,298.3,1059.0
632,1,0.6567,0.2,59.2,468.6,1008.8
633,1,0.8008,0.0,23.2,536.2,1043.2
634,1,0.8989,1.5,0.0,918.0,1062.8
635,1,0.9546,5.2,6.0,1914.8,1050.0
636,1,0.9399,0.0,5.2,1918.5,1050.8
637,1,0.9165,0.0,5.2,1920.0,1050.8
638,1,0.8076,804.0,4.5,1116.0,1058.2
640,1,0.9009,858.0,9.4,1062.0,1051.9
641,1,0.8433,0.0,36.8,1920.0,1017.0
648,1,0.8154,421.5,3.8,1294.5,1059.8
649,1,0.8667,567.8,4.5,1226.2,1059.0
650,1,0.8423,550.5,4.5,1236.0,1059.0
651,1,0.605,347.2,3.0,1451.2,1060.5
652,1,0.3689,150.8,3.0,1761.8,1058.2
653,1,0.3799,92.2,4.5,1824.8,1056.8
654,1,0.4971,150.0,5.2,1735.5,1057.5
655,1,0.3821,104.2,6.4,1773.8,1058.6
656,1,0.8853,784.5,278.2,1110.0,788.2
663,1,0.8389,312.0,75.0,1498.5,990.0
664,1,0.7148,396.8,61.5,1487.2,1005.0
665,1,0.7759,445.5,27.0,1446.0,1038.0
666,1,0.9214,507.8,130.9,1242.8,934.1
667,1,0.895,576.0,195.4,1131.0,869.6
668,1,0.8716,568.5,227.2,1128.0,837.8
669,1,0.8872,539.2,367.5,1122.8,700.5
670,1,0.9087,544.5,370.5,1132.5,696.8
671,1,0.8613,544.1,408.0,1114.9,660.8
672,1,0.876,538.5,383.2,1105.5,684.8
673,1,0.8838,535.5,378.0,1108.5,690.0
674,1,0.8965,527.2,376.5,1118.2,691.5
675,1,0.8911,519.0,355.5,1126.5,711.8
676,1,0.896,521.2,338.6,1124.2,729.4
677,1,0.8901,517.5,243.4,1125.0,822.4
678,1,0.915,531.0,241.5,1114.5,823.5
679,1,0.8755,530.2,212.2,1119.8,853.5
680,1,0.9048,540.4,219.4,1109.6,846.4
681,1,0.8892,590.2,189.8,1059.8,876.0
682,1,0.8169,586.9,111.0,949.1,953.2
683,1,0.793,525.8,0.0,1107.8,1064.2
684,1,0.4006,380.2,0.0,1260.8,1064.2
685,1,0.4197,355.5,3.8,1189.5,1059.0
686,1,0.8848,12.8,346.5,1486.5,720.0
687,1,0.8359,407.2,635.2,1035.8,432.8
688,1,0.4282,452.6,544.5,924.4,523.5
689,1,0.3376,412.5,346.1,1084.5,721.1
690,1,0.3625,343.5,358.5,1182.0,706.5
700,1,0.9292,0.0,4.9,1920.0,1053.4
701,1,0.5659,0.0,1.5,1920.0,1056.0
702,1,0.9307,0.0,6.0,1920.0,1050.8
703,1,0.9419,5.2,4.1,1914.8,1054.1
704,1,0.8857,0.0,7.9,1479.0,1054.1
705,1,0.9209,3.0,3.4,1507.5,1056.4
816,1,0.7808,0.8,5.2,1916.2,1055.2
848,1,0.3208,14.2,4.5,1899.8,1072.5
849,1,0.8823,927.8,3.8,992.2,1059.0
872,1,0.8579,1226.2,8.6,693.8,1054.9
873,1,0.9453,879.0,4.5,1041.0,1058.2
874,1,0.9419,638.2,3.0,1281.8,1059.0
875,1,0.9526,5.2,5.6,1914.8,1051.9
876,1,0.832,2.2,4.5,1917.8,1075.5
877,1,0.9302,0.0,4.5,1920.0,1053.0
